time_s,cell_voltage_V,pack_current_A,pump_current_A,ambient_temperature_C,surface_left_true_C,surface_left_sensor_C,surface_right_C,cell_mean_temperature_C,anomaly_coolant_pump_failure,anomaly_single_cell_thermal_runaway,anomaly_temperature_sensor_bias,anomaly_labels
25.4,3.8895,-39.7955,2.1000,24.5796,28.0486,28.0486,27.9715,28.0000,0,0,0,normal
25.5,3.8894,-39.8004,2.1000,24.5799,28.1292,28.1292,28.0335,28.0000,0,0,0,normal
25.6,3.8893,-39.8055,2.1000,24.5802,28.0022,28.0022,28.1046,28.0000,0,0,0,normal
25.7,3.8892,-39.8108,2.1000,24.5804,28.0722,28.0722,28.0429,28.0000,0,0,0,normal
25.8,3.8890,-39.8164,2.1000,24.5807,28.1170,28.1170,28.1582,28.0000,0,0,0,normal
25.9,3.8889,-39.8222,2.1000,24.5809,27.9987,27.9987,27.9563,28.0000,0,0,0,normal
26.0,3.8888,-39.8281,2.1000,24.5812,28.0064,28.0064,27.9984,28.0000,0,0,0,normal
26.1,3.8887,-39.8343,2.1000,24.5814,28.1195,28.1195,27.9266,28.0000,0,0,0,normal
26.2,3.8886,-39.8406,2.1000,24.5817,27.8998,27.8998,28.0142,28.0000,0,0,0,normal
26.3,3.8884,-39.8471,2.1000,24.5819,28.1543,28.1543,28.0872,28.0000,0,0,0,normal
26.4,3.8883,-39.8538,2.1000,24.5822,27.9913,27.9913,28.0916,28.0000,0,0,0,normal
26.5,3.8882,-39.8606,2.1000,24.5824,27.9649,27.9649,28.0551,28.0000,0,0,0,normal
26.6,3.8881,-39.8676,2.1000,24.5827,28.0242,28.0242,28.0023,28.0000,0,0,0,normal
26.7,3.8880,-39.8747,2.1000,24.5829,27.9003,27.9003,28.0213,28.0000,0,0,0,normal
26.8,3.8878,-39.8820,2.1000,24.5832,28.1019,28.1019,27.9470,28.0000,0,0,0,normal
26.9,3.8877,-39.8894,2.1000,24.5834,27.8818,27.8818,28.0663,28.0000,0,0,0,normal
27.0,3.8876,-39.8970,2.1000,24.5837,27.8864,27.8864,27.8647,28.0000,0,0,0,normal
27.1,3.8875,-39.9046,2.1000,24.5839,28.0827,28.0827,27.9672,28.0000,0,0,0,normal
27.2,3.8874,-39.9124,2.1000,24.5841,28.0485,28.0485,28.0022,28.0000,0,0,0,normal
27.3,3.8872,-39.9202,2.1000,24.5844,28.1719,28.1719,28.0209,28.0000,0,0,0,normal
27.4,3.8871,-39.9282,2.1000,24.5846,27.9919,27.9919,28.0292,28.0000,0,0,0,normal
27.5,3.8870,-39.9362,2.1000,24.5849,28.0069,28.0069,28.0110,28.0000,0,0,0,normal
27.6,3.8869,-39.9443,2.1000,24.5851,27.8560,27.8560,28.0151,28.0000,0,0,0,normal
27.7,3.8868,-39.9524,2.1000,24.5854,28.0659,28.0659,28.0598,28.0000,0,0,0,normal
27.8,3.8866,-39.9606,2.1000,24.5856,27.9887,27.9887,28.0390,28.0000,0,0,0,normal
27.9,3.8865,-39.9689,2.1000,24.5858,28.0145,28.0145,27.9968,28.0000,0,0,0,normal
28.0,3.8864,-39.9772,2.1000,24.5861,27.9514,27.9514,27.9193,28.0000,0,0,0,normal
28.1,3.8863,-39.9855,2.1000,24.5863,28.0484,28.0484,27.9807,28.0000,0,0,0,normal
28.2,3.8862,-39.9938,2.1000,24.5866,28.0913,28.0913,28.0780,28.0000,0,0,0,normal
28.3,3.8860,-40.0021,2.1000,24.5868,27.9834,27.9834,27.9817,28.0000,0,0,0,normal
28.4,3.8859,-40.0105,2.1000,24.5870,27.9769,27.9769,28.0740,28.0000,0,0,0,normal
28.5,3.8858,-40.0188,2.1000,24.5873,28.1008,28.1008,27.9289,28.0000,0,0,0,normal
28.6,3.8857,-40.0271,2.1000,24.5875,27.9770,27.9770,28.1494,28.0000,0,0,0,normal
28.7,3.8856,-40.0354,2.1000,24.5877,27.8553,27.8553,27.9660,28.0000,0,0,0,normal
28.8,3.8854,-40.0436,2.1000,24.5880,27.9471,27.9471,27.9528,28.0000,0,0,0,normal
28.9,3.8853,-40.0518,2.1000,24.5882,27.8275,27.8275,27.9665,28.0000,0,0,0,normal
29.0,3.8852,-40.0599,2.1000,24.5884,28.0519,28.0519,28.0000,28.0000,0,0,0,normal
29.1,3.8851,-40.0679,2.1000,24.5887,27.8771,27.8771,28.0044,28.0000,0,0,0,normal
29.2,3.8850,-40.0759,2.1000,24.5889,27.9565,27.9565,28.0691,28.0000,0,0,0,normal
29.3,3.8848,-40.0838,2.1000,24.5891,27.8861,27.8861,27.9651,28.0000,0,0,0,normal
29.4,3.8847,-40.0916,2.1000,24.5894,28.0011,28.0011,27.9869,28.0000,0,0,0,normal
29.5,3.8846,-40.0993,2.1000,24.5896,28.0272,28.0272,28.0438,28.0000,0,0,0,normal
29.6,3.8845,-40.1069,2.1000,24.5898,27.8543,27.8543,27.9787,28.0000,0,0,0,normal
29.7,3.8844,-40.1144,2.1000,24.5900,27.7929,27.7929,27.9156,28.0000,0,0,0,normal
29.8,3.8842,-40.1217,2.1000,24.5903,27.9954,27.9954,28.0715,28.0000,0,0,0,normal
29.9,3.8841,-40.1289,2.1000,24.5905,28.0425,28.0425,27.9662,28.0000,0,0,0,normal
30.0,3.8840,-40.1360,2.1000,24.5907,27.9553,27.9553,27.9957,28.0000,0,0,0,normal
30.1,3.8839,-40.1429,2.1000,24.5909,27.9392,27.9392,27.9780,28.0000,0,0,0,normal
30.2,3.8838,-40.1497,2.1000,24.5912,27.8829,27.8829,28.0796,28.0000,0,0,0,normal
30.3,3.8836,-40.1563,2.1000,24.5914,28.0467,28.0467,27.8805,28.0000,0,0,0,normal
30.4,3.8835,-40.1627,2.1000,24.5916,28.0280,28.0280,28.0100,28.0000,0,0,0,normal
30.5,3.8834,-40.1689,2.1000,24.5918,27.9505,27.9505,28.0209,28.0000,0,0,0,normal
30.6,3.8833,-40.1750,2.1000,24.5921,28.0485,28.0485,28.0232,28.0000,0,0,0,normal
30.7,3.8832,-40.1808,2.1000,24.5923,27.9852,27.9852,27.9603,28.0000,0,0,0,normal
30.8,3.8830,-40.1865,2.1000,24.5925,28.1666,28.1666,27.8979,28.0000,0,0,0,normal
30.9,3.8829,-40.1919,2.1000,24.5927,28.0333,28.0333,27.9205,28.0000,0,0,0,normal
31.0,3.8828,-40.1972,2.1000,24.5929,28.2125,28.2125,28.0865,28.0000,0,0,0,normal
31.1,3.8827,-40.2022,2.1000,24.5931,27.9842,27.9842,28.0173,28.0000,0,0,0,normal
31.2,3.8826,-40.2070,2.1000,24.5934,27.9289,27.9289,28.0942,28.0000,0,0,0,normal
31.3,3.8824,-40.2115,2.1000,24.5936,27.8213,27.8213,27.9733,28.0000,0,0,0,normal
31.4,3.8823,-40.2158,2.1000,24.5938,28.0522,28.0522,28.0109,28.0000,0,0,0,normal
31.5,3.8822,-40.2199,2.1000,24.5940,28.1918,28.1918,27.9635,28.0000,0,0,0,normal
31.6,3.8821,-40.2238,2.1000,24.5942,27.9663,27.9663,28.0308,28.0000,0,0,0,normal
31.7,3.8820,-40.2274,2.1000,24.5944,28.0506,28.0506,28.0778,28.0000,0,0,0,normal
31.8,3.8818,-40.2307,2.1000,24.5946,27.9678,27.9678,27.9645,28.0000,0,0,0,normal
31.9,3.8817,-40.2338,2.1000,24.5948,28.2317,28.2317,27.9161,28.0000,0,0,0,normal
32.0,3.8816,-40.2366,2.1000,24.5951,28.0498,28.0498,27.9409,28.0000,0,0,0,normal
32.1,3.8815,-40.2392,2.1000,24.5953,27.9998,27.9998,28.0777,28.0000,0,0,0,normal
32.2,3.8814,-40.2415,2.1000,24.5955,27.9647,27.9647,28.0382,28.0000,0,0,0,normal
32.3,3.8812,-40.2435,2.1000,24.5957,27.9937,27.9937,28.0306,28.0000,0,0,0,normal
32.4,3.8811,-40.2452,2.1000,24.5959,27.9243,27.9243,27.9857,28.0000,0,0,0,normal
32.5,3.8810,-40.2467,2.1000,24.5961,28.0736,28.0736,27.9265,28.0000,0,0,0,normal
32.6,3.8809,-40.2479,2.1000,24.5963,27.9878,27.9878,27.9946,28.0000,0,0,0,normal
32.7,3.8808,-40.2489,2.1000,24.5965,27.8792,27.8792,28.0486,28.0000,0,0,0,normal
32.8,3.8806,-40.2495,2.1000,24.5967,27.9330,27.9330,27.9328,28.0000,0,0,0,normal
32.9,3.8805,-40.2499,2.1000,24.5969,28.0397,28.0397,27.8647,28.0000,0,0,0,normal
33.0,3.8804,-40.2500,2.1000,24.5971,27.8726,27.8726,28.1068,28.0000,0,0,0,normal
33.1,3.8803,-40.2498,2.1000,24.5973,27.9945,27.9945,27.9237,28.0000,0,0,0,normal
33.2,3.8802,-40.2494,2.1000,24.5975,27.9419,27.9419,28.0039,28.0000,0,0,0,normal
33.3,3.8800,-40.2486,2.1000,24.5977,28.0430,28.0430,27.9798,28.0000,0,0,0,normal
33.4,3.8799,-40.2476,2.1000,24.5979,27.9196,27.9196,28.0358,28.0000,0,0,0,normal
33.5,3.8798,-40.2463,2.1000,24.5981,28.0005,28.0005,27.9528,28.0000,0,0,0,normal
33.6,3.8797,-40.2448,2.1000,24.5983,28.0551,28.0551,28.0473,28.0000,0,0,0,normal
33.7,3.8796,-40.2430,2.1000,24.5985,28.0268,28.0268,27.9916,28.0000,0,0,0,normal
33.8,3.8794,-40.2409,2.1000,24.5987,28.0174,28.0174,28.0718,28.0000,0,0,0,normal
33.9,3.8793,-40.2385,2.1000,24.5989,28.0109,28.0109,27.9940,28.0000,0,0,0,normal
34.0,3.8792,-40.2359,2.1000,24.5991,27.8907,27.8907,28.0361,28.0000,0,0,0,normal
34.1,3.8791,-40.2330,2.1000,24.5993,28.0109,28.0109,27.9451,28.0000,0,0,0,normal
34.2,3.8790,-40.2298,2.1000,24.5995,28.0786,28.0786,28.0801,28.0000,0,0,0,normal
34.3,3.8788,-40.2264,2.1000,24.5997,28.0491,28.0491,27.9912,28.0000,0,0,0,normal
34.4,3.8787,-40.2228,2.1000,24.5999,27.9755,27.9755,28.0656,28.0000,0,0,0,normal
34.5,3.8786,-40.2189,2.1000,24.6000,28.1158,28.1158,28.0433,28.0000,0,0,0,normal
34.6,3.8785,-40.2147,2.1000,24.6002,28.1023,28.1023,28.0006,28.0000,0,0,0,normal
34.7,3.8784,-40.2103,2.1000,24.6004,27.9574,27.9574,28.0560,28.0000,0,0,0,normal
34.8,3.8782,-40.2057,2.1000,24.6006,27.9812,27.9812,27.9801,28.0000,0,0,0,normal
34.9,3.8781,-40.2009,2.1000,24.6008,28.0448,28.0448,27.9384,28.0000,0,0,0,normal
35.0,3.8780,-40.1958,2.1000,24.6010,28.1272,28.1272,28.0087,28.0000,0,0,0,normal
35.1,3.8779,-40.1905,2.1000,24.6012,27.8864,27.8864,27.9967,28.0000,0,0,0,normal
35.2,3.8778,-40.1850,2.1000,24.6013,27.9581,27.9581,27.9385,28.0000,0,0,0,normal
35.3,3.8776,-40.1793,2.1000,24.6015,28.0396,28.0396,27.9420,28.0000,0,0,0,normal
35.4,3.8775,-40.1734,2.1000,24.6017,27.8932,27.8932,27.9715,28.0000,0,0,0,normal
35.5,3.8774,-40.1673,2.1000,24.6019,27.9825,27.9825,27.9130,28.0000,0,0,0,normal
35.6,3.8773,-40.1610,2.1000,24.6021,28.1671,28.1671,28.0255,28.0000,0,0,0,normal
35.7,3.8772,-40.1545,2.1000,24.6023,27.9434,27.9434,27.9934,28.0000,0,0,0,normal
35.8,3.8770,-40.1479,2.1000,24.6024,28.0245,28.0245,28.0464,28.0000,0,0,0,normal
35.9,3.8769,-40.1411,2.1000,24.6026,27.8606,27.8606,27.9872,28.0000,0,0,0,normal
36.0,3.8768,-40.1341,2.1000,24.6028,28.1079,28.1079,27.9676,28.0000,0,0,0,normal
36.1,3.8767,-40.1270,2.1000,24.6030,27.9586,27.9586,27.9748,28.0000,0,0,0,normal
36.2,3.8766,-40.1198,2.1000,24.6031,27.9715,27.9715,27.9045,28.0000,0,0,0,normal
36.3,3.8764,-40.1124,2.1000,24.6033,27.9412,27.9412,28.0038,28.0000,0,0,0,normal
36.4,3.8763,-40.1049,2.1000,24.6035,28.0668,28.0668,28.0109,28.0000,0,0,0,normal
36.5,3.8762,-40.0973,2.1000,24.6037,28.0326,28.0326,27.9000,28.0000,0,0,0,normal
36.6,3.8761,-40.0896,2.1000,24.6038,28.0235,28.0235,27.9123,28.0000,0,0,0,normal
36.7,3.8760,-40.0817,2.1000,24.6040,27.9890,27.9890,28.0660,28.0000,0,0,0,normal
36.8,3.8758,-40.0738,2.1000,24.6042,28.0567,28.0567,27.9571,28.0000,0,0,0,normal
36.9,3.8757,-40.0658,2.1000,24.6043,28.0586,28.0586,27.9843,28.0000,0,0,0,normal
37.0,3.8756,-40.0577,2.1000,24.6045,27.9677,27.9677,28.0193,28.0000,0,0,0,normal
37.1,3.8755,-40.0496,2.1000,24.6047,28.0040,28.0040,27.9137,28.0000,0,0,0,normal
37.2,3.8754,-40.0414,2.1000,24.6048,28.0234,28.0234,27.9701,28.0000,0,0,0,normal
37.3,3.8752,-40.0332,2.1000,24.6050,27.9325,27.9325,28.0486,28.0000,0,0,0,normal
37.4,3.8751,-40.0249,2.1000,24.6052,27.9776,27.9776,27.9552,28.0000,0,0,0,normal
37.5,3.8750,-40.0166,2.1000,24.6053,28.0180,28.0180,27.9833,28.0000,0,0,0,normal
37.6,3.8749,-40.0083,2.1000,24.6055,28.0588,28.0588,27.9600,28.0000,0,0,0,normal
37.7,3.8748,-39.9999,2.1000,24.6057,28.0040,28.0040,27.9615,28.0000,0,0,0,normal
37.8,3.8746,-39.9916,2.1000,24.6058,28.0240,28.0240,27.9671,28.0000,0,0,0,normal
37.9,3.8745,-39.9833,2.1000,24.6060,28.0507,28.0507,27.9633,28.0000,0,0,0,normal
38.0,3.8744,-39.9750,2.1000,24.6062,27.9467,27.9467,27.9550,28.0000,0,0,0,normal
38.1,3.8743,-39.9667,2.1000,24.6063,27.9090,27.9090,27.9768,28.0000,0,0,0,normal
38.2,3.8742,-39.9585,2.1000,24.6065,27.9501,27.9501,27.9664,28.0000,0,0,0,normal
38.3,3.8740,-39.9503,2.1000,24.6066,28.0975,28.0975,27.9251,28.0000,0,0,0,normal
38.4,3.8739,-39.9421,2.1000,24.6068,28.0675,28.0675,28.1035,28.0000,0,0,0,normal
38.5,3.8738,-39.9340,2.1000,24.6069,28.0278,28.0278,27.8897,28.0000,0,0,0,normal
38.6,3.8737,-39.9260,2.1000,24.6071,27.9512,27.9512,28.1429,28.0000,0,0,0,normal
38.7,3.8736,-39.9181,2.1000,24.6073,27.8076,27.8076,27.9277,28.0000,0,0,0,normal
38.8,3.8734,-39.9103,2.1000,24.6074,27.9994,27.9994,28.0180,28.0000,0,0,0,normal
38.9,3.8733,-39.9026,2.1000,24.6076,27.9863,27.9863,27.9275,28.0000,0,0,0,normal
39.0,3.8732,-39.8950,2.1000,24.6077,28.0044,28.0044,27.9430,28.0000,0,0,0,normal
39.1,3.8731,-39.8875,2.1000,24.6079,27.8390,27.8390,27.9420,28.0000,0,0,0,normal
39.2,3.8730,-39.8801,2.1000,24.6080,27.9517,27.9517,27.9139,28.0000,0,0,0,normal
39.3,3.8728,-39.8728,2.1000,24.6082,27.8473,27.8473,27.9325,28.0000,0,0,0,normal
39.4,3.8727,-39.8657,2.1000,24.6083,28.0506,28.0506,28.0643,28.0000,0,0,0,normal
39.5,3.8726,-39.8588,2.1000,24.6085,28.0688,28.0688,28.0010,28.0000,0,0,0,normal
39.6,3.8725,-39.8520,2.1000,24.6086,28.0936,28.0936,28.0575,28.0000,0,0,0,normal
39.7,3.8724,-39.8453,2.1000,24.6087,28.0505,28.0505,27.9361,28.0000,0,0,0,normal
39.8,3.8722,-39.8389,2.1000,24.6089,27.9720,27.9720,27.9979,28.0000,0,0,0,normal
39.9,3.8721,-39.8326,2.1000,24.6090,27.9120,27.9120,27.9960,28.0000,0,0,0,normal
40.0,3.8720,-39.8265,2.1000,24.6092,28.0491,28.0491,28.0479,28.0000,0,0,0,normal
40.1,3.8719,-39.8206,2.1000,24.6093,28.0207,28.0207,28.0703,28.0000,0,0,0,normal
40.2,3.8718,-39.8149,2.1000,24.6095,28.1181,28.1181,28.0451,28.0000,0,0,0,normal
40.3,3.8716,-39.8094,2.1000,24.6096,28.1024,28.1024,28.0206,28.0000,0,0,0,normal
40.4,3.8715,-39.8041,2.1000,24.6097,28.1189,28.1189,28.0064,28.0000,0,0,0,normal
40.5,3.8714,-39.7991,2.1000,24.6099,27.7904,27.7904,27.9704,28.0000,0,0,0,normal
40.6,3.8713,-39.7942,2.1000,24.6100,27.9780,27.9780,27.9285,28.0000,0,0,0,normal
40.7,3.8712,-39.7896,2.1000,24.6102,27.9876,27.9876,28.0661,28.0000,0,0,0,normal
40.8,3.8710,-39.7852,2.1000,24.6103,28.0873,28.0873,27.9901,28.0000,0,0,0,normal
40.9,3.8709,-39.7811,2.1000,24.6104,28.1084,28.1084,28.0285,28.0000,0,0,0,normal
41.0,3.8708,-39.7772,2.1000,24.6106,27.8723,27.8723,28.0764,28.0000,0,0,0,normal
41.1,3.8707,-39.7735,2.1000,24.6107,28.0625,28.0625,28.0472,28.0000,0,0,0,normal
41.2,3.8706,-39.7701,2.1000,24.6108,28.0711,28.0711,27.9696,28.0000,0,0,0,normal
41.3,3.8704,-39.7670,2.1000,24.6110,28.0027,28.0027,27.9890,28.0000,0,0,0,normal
41.4,3.8703,-39.7641,2.1000,24.6111,28.0178,28.0178,27.9234,28.0000,0,0,0,normal
41.5,3.8702,-39.7615,2.1000,24.6112,27.9541,27.9541,28.1077,28.0000,0,0,0,normal
41.6,3.8701,-39.7591,2.1000,24.6113,28.0134,28.0134,27.9139,28.0000,0,0,0,normal
41.7,3.8700,-39.7570,2.1000,24.6115,27.9701,27.9701,27.9858,28.0000,0,0,0,normal
41.8,3.8698,-39.7552,2.1000,24.6116,28.0843,28.0843,27.9909,28.0000,0,0,0,normal
41.9,3.8697,-39.7536,2.1000,24.6117,27.9225,27.9225,28.0046,28.0000,0,0,0,normal
42.0,3.8696,-39.7523,2.1000,24.6118,28.1954,28.1954,28.0263,28.0000,0,0,0,normal
42.1,3.8695,-39.7513,2.1000,24.6120,28.0290,28.0290,27.9888,28.0000,0,0,0,normal
42.2,3.8694,-39.7506,2.1000,24.6121,27.9523,27.9523,28.0357,28.0000,0,0,0,normal
42.3,3.8692,-39.7502,2.1000,24.6122,28.0850,28.0850,28.0192,28.0000,0,0,0,normal
42.4,3.8691,-39.7500,2.1000,24.6123,27.9577,27.9577,28.1263,28.0000,0,0,0,normal
42.5,3.8690,-39.7501,2.1000,24.6125,28.0362,28.0362,28.0070,28.0000,0,0,0,normal
42.6,3.8689,-39.7505,2.1000,24.6126,27.9406,27.9406,28.0397,28.0000,0,0,0,normal
42.7,3.8688,-39.7512,2.1000,24.6127,28.0412,28.0412,28.1161,28.0000,0,0,0,normal
42.8,3.8686,-39.7521,2.1000,24.6128,27.9515,27.9515,28.0118,28.0000,0,0,0,normal
42.9,3.8685,-39.7533,2.1000,24.6129,28.0574,28.0574,28.0745,28.0000,0,0,0,normal
43.0,3.8684,-39.7548,2.1000,24.6130,28.0789,28.0789,27.8904,28.0000,0,0,0,normal
43.1,3.8683,-39.7566,2.1000,24.6132,27.9716,27.9716,28.0053,28.0000,0,0,0,normal
43.2,3.8682,-39.7586,2.1000,24.6133,27.8528,27.8528,27.9585,28.0000,0,0,0,normal
43.3,3.8680,-39.7609,2.1000,24.6134,28.1774,28.1774,27.9824,28.0000,0,0,0,normal
43.4,3.8679,-39.7634,2.1000,24.6135,28.1982,28.1982,27.9536,28.0000,0,0,0,normal
43.5,3.8678,-39.7663,2.1000,24.6136,28.0121,28.0121,27.8720,28.0000,0,0,0,normal
43.6,3.8677,-39.7694,2.1000,24.6137,27.9564,27.9564,27.9723,28.0000,0,0,0,normal
43.7,3.8676,-39.7727,2.1000,24.6138,27.9169,27.9169,27.9987,28.0000,0,0,0,normal
43.8,3.8674,-39.7763,2.1000,24.6139,27.8374,27.8374,28.0776,28.0000,0,0,0,normal
43.9,3.8673,-39.7801,2.1000,24.6140,27.9104,27.9104,27.9811,28.0000,0,0,0,normal
44.0,3.8672,-39.7842,2.1000,24.6141,28.0785,28.0785,27.9443,28.0000,0,0,0,normal
44.1,3.8671,-39.7886,2.1000,24.6143,27.9470,27.9470,28.0768,28.0000,0,0,0,normal
44.2,3.8670,-39.7931,2.1000,24.6144,27.9596,27.9596,27.9374,28.0000,0,0,0,normal
44.3,3.8668,-39.7979,2.1000,24.6145,27.9462,27.9462,28.0206,28.0000,0,0,0,normal
44.4,3.8667,-39.8029,2.1000,24.6146,27.9586,27.9586,27.9836,28.0000,0,0,0,normal
44.5,3.8666,-39.8082,2.1000,24.6147,28.0072,28.0072,28.0504,28.0000,0,0,0,normal
44.6,3.8665,-39.8136,2.1000,24.6148,28.0714,28.0714,28.0206,28.0000,0,0,0,normal
44.7,3.8664,-39.8193,2.1000,24.6149,27.9578,27.9578,28.0261,28.0000,0,0,0,normal
44.8,3.8662,-39.8251,2.1000,24.6150,28.0322,28.0322,27.9367,28.0000,0,0,0,normal
44.9,3.8661,-39.8312,2.1000,24.6151,27.9924,27.9924,28.0128,28.0000,0,0,0,normal
45.0,3.8660,-39.8374,2.1000,24.6152,27.9481,27.9481,27.9788,28.0000,0,0,0,normal
45.1,3.8659,-39.8438,2.1000,24.6153,27.9849,27.9849,27.8840,28.0000,0,0,0,normal
45.2,3.8658,-39.8504,2.1000,24.6153,28.0850,28.0850,27.9968,28.0000,0,0,0,normal
45.3,3.8656,-39.8572,2.1000,24.6154,27.9952,27.9952,27.9228,28.0000,0,0,0,normal
45.4,3.8655,-39.8641,2.1000,24.6155,27.9736,27.9736,28.0694,28.0000,0,0,0,normal
45.5,3.8654,-39.8712,2.1000,24.6156,27.9460,27.9460,28.0135,28.0000,0,0,0,normal
45.6,3.8653,-39.8784,2.1000,24.6157,28.0857,28.0857,28.0716,28.0000,0,0,0,normal
45.7,3.8652,-39.8857,2.1000,24.6158,27.7961,27.7961,27.9066,28.0000,0,0,0,normal
45.8,3.8650,-39.8932,2.1000,24.6159,27.9661,27.9661,27.9985,28.0000,0,0,0,normal
45.9,3.8649,-39.9008,2.1000,24.6160,27.9596,27.9596,27.9657,28.0000,0,0,0,normal
46.0,3.8648,-39.9085,2.1000,24.6161,27.8950,27.8950,28.0383,28.0000,0,0,0,normal
46.1,3.8647,-39.9163,2.1000,24.6162,28.0695,28.0695,28.0084,28.0000,0,0,0,normal
46.2,3.8646,-39.9242,2.1000,24.6162,27.9593,27.9593,27.9670,28.0000,0,0,0,normal
46.3,3.8644,-39.9322,2.1000,24.6163,28.0765,28.0765,27.9258,28.0000,0,0,0,normal
46.4,3.8643,-39.9403,2.1000,24.6164,28.0247,28.0247,28.0016,28.0000,0,0,0,normal
46.5,3.8642,-39.9484,2.1000,24.6165,27.9409,27.9409,28.0137,28.0000,0,0,0,normal
46.6,3.8641,-39.9566,2.1000,24.6166,27.9975,27.9975,27.9212,28.0000,0,0,0,normal
46.7,3.8640,-39.9648,2.1000,24.6167,27.8476,27.8476,27.9754,28.0000,0,0,0,normal
46.8,3.8638,-39.9731,2.1000,24.6167,28.1264,28.1264,27.8986,28.0000,0,0,0,normal
46.9,3.8637,-39.9814,2.1000,24.6168,27.9870,27.9870,27.9580,28.0000,0,0,0,normal
47.0,3.8636,-39.9897,2.1000,24.6169,28.0868,28.0868,27.9766,28.0000,0,0,0,normal
47.1,3.8635,-39.9980,2.1000,24.6170,27.9779,27.9779,27.8957,28.0000,0,0,0,normal
47.2,3.8634,-40.0063,2.1000,24.6170,27.9597,27.9597,27.9503,28.0000,0,0,0,normal
47.3,3.8632,-40.0147,2.1000,24.6171,27.8196,27.8196,27.9497,28.0000,0,0,0,normal
47.4,3.8631,-40.0230,2.1000,24.6172,27.9880,27.9880,27.9313,28.0000,0,0,0,normal
47.5,3.8630,-40.0313,2.1000,24.6173,28.0832,28.0832,28.0519,28.0000,0,0,0,normal
47.6,3.8629,-40.0395,2.1000,24.6173,28.1052,28.1052,27.9273,28.0000,0,0,0,normal
47.7,3.8628,-40.0477,2.1000,24.6174,28.0005,28.0005,27.8455,28.0000,0,0,0,normal
47.8,3.8626,-40.0559,2.1000,24.6175,28.0666,28.0666,27.9746,28.0000,0,0,0,normal
47.9,3.8625,-40.0640,2.1000,24.6176,28.0043,28.0043,28.0197,28.0000,0,0,0,normal
48.0,3.8624,-40.0720,2.1000,24.6176,28.0589,28.0589,27.9494,28.0000,0,0,0,normal
48.1,3.8623,-40.0799,2.1000,24.6177,28.0415,28.0415,27.8962,28.0000,0,0,0,normal
48.2,3.8622,-40.0878,2.1000,24.6178,27.9494,27.9494,28.0295,28.0000,0,0,0,normal
48.3,3.8620,-40.0955,2.1000,24.6178,28.0021,28.0021,27.9656,28.0000,0,0,0,normal
48.4,3.8619,-40.1032,2.1000,24.6179,28.0081,28.0081,28.0446,28.0000,0,0,0,normal
48.5,3.8618,-40.1107,2.1000,24.6180,27.8266,27.8266,27.8961,28.0000,0,0,0,normal
48.6,3.8617,-40.1181,2.1000,24.6180,28.2420,28.2420,27.9830,28.0000,0,0,0,normal
48.7,3.8616,-40.1254,2.1000,24.6181,27.9051,27.9051,28.0223,28.0000,0,0,0,normal
48.8,3.8614,-40.1325,2.1000,24.6181,28.0419,28.0419,27.9401,28.0000,0,0,0,normal
48.9,3.8613,-40.1395,2.1000,24.6182,28.0724,28.0724,28.0813,28.0000,0,0,0,normal
49.0,3.8612,-40.1463,2.1000,24.6183,27.9399,27.9399,27.9981,28.0000,0,0,0,normal
49.1,3.8611,-40.1530,2.1000,24.6183,27.9384,27.9384,28.0921,28.0000,0,0,0,normal
49.2,3.8610,-40.1595,2.1000,24.6184,28.0901,28.0901,28.0504,28.0000,0,0,0,normal
49.3,3.8608,-40.1659,2.1000,24.6184,28.0152,28.0152,28.0583,28.0000,0,0,0,normal
49.4,3.8607,-40.1720,2.1000,24.6185,28.0622,28.0622,28.0105,28.0000,0,0,0,normal
49.5,3.8606,-40.1779,2.1000,24.6185,27.9346,27.9346,28.0980,28.0000,0,0,0,normal
49.6,3.8605,-40.1837,2.1000,24.6186,27.8860,27.8860,28.0962,28.0000,0,0,0,normal
49.7,3.8604,-40.1892,2.1000,24.6186,27.9910,27.9910,27.9350,28.0000,0,0,0,normal
49.8,3.8602,-40.1946,2.1000,24.6187,27.9443,27.9443,27.9735,28.0000,0,0,0,normal
49.9,3.8601,-40.1997,2.1000,24.6187,28.0952,28.0952,28.0595,28.0000,0,0,0,normal
50.0,3.8600,-40.2046,2.1000,24.6188,27.8795,27.8795,28.0456,28.0000,0,0,0,normal
50.1,3.8599,-40.2093,2.1000,24.6188,27.9152,27.9152,27.9445,28.0000,0,0,0,normal
50.2,3.8598,-40.2137,2.1000,24.6189,28.0180,28.0180,28.0110,28.0000,0,0,0,normal
50.3,3.8596,-40.2179,2.1000,24.6189,27.9485,27.9485,27.9020,28.0000,0,0,0,normal
50.4,3.8595,-40.2219,2.1000,24.6190,28.0500,28.0500,28.0345,28.0000,0,0,0,normal
50.5,3.8594,-40.2256,2.1000,24.6190,27.9923,27.9923,27.9258,28.0000,0,0,0,normal
50.6,3.8593,-40.2291,2.1000,24.6191,27.9660,27.9660,28.0469,28.0000,0,0,0,normal
50.7,3.8592,-40.2323,2.1000,24.6191,27.8651,27.8651,28.0100,28.0000,0,0,0,normal
50.8,3.8590,-40.2352,2.1000,24.6191,28.1562,28.1562,27.9219,28.0000,0,0,0,normal
50.9,3.8589,-40.2379,2.1000,24.6192,27.9027,27.9027,28.0465,28.0000,0,0,0,normal
